price,milage,model,make,transmission,fuel,Num_Cyl,year,body_style
18820,45743,Accord,Honda,Automatic,Gasoline,4,2015,Sedan
13420,46752,Altima,Nissan,Automatic,Gasoline,4,2015,Sedan
14890,47277,Altima,Nissan,Automatic,Gasoline,4,2015,Sedan
31991,27081,4Runner,Toyota,Automatic,Gasoline,6,2016,SUV
37991,29587,Tundra,Toyota,Automatic,Flexible-Fuel,8,2016,Pickup
30991,15247,4Runner,Toyota,Automatic,Gasoline,6,2015,SUV
6363,110530,Corolla,Toyota,Automatic,Gasoline,4,2008,Sedan
22991,88482,Highlander,Toyota,Automatic,Gasoline,6,2014,SUV
25491,16011,RAV4,Toyota,Automatic,Gasoline,4,2017,SUV
19480,9761,Rogue,Nissan,Automatic,Gasoline,4,2017,SUV
20991,45372,Avalon,Toyota,Automatic,Hybrid,4,2014,Sedan
18394,35000,Civic,Honda,Automatic,Gasoline,4,2016,Sedan
20999,22723,Avalon,Toyota,Automatic,Gasoline,6,2017,Sedan
14420,3497,Sentra,Nissan,Automatic,Gasoline,4,2017,Sedan
18820,6252,RogueSport,Nissan,Automatic,Gasoline,4,2017,SUV
19820,5059,Rogue,Nissan,Automatic,Gasoline,4,2017,SUV
19000,4491,RogueSport,Nissan,Automatic,Gasoline,4,2017,SUV
19820,6373,Rogue,Nissan,Automatic,Gasoline,4,2017,SUV
33820,7872,TitanXD,Nissan,Automatic,Gasoline,8,2017,Pickup
26999,42593,Murano,Nissan,Automatic,Gasoline,6,2016,SUV
26420,9387,Maxima,Nissan,Automatic,Gasoline,6,2017,Sedan
21900,76113,Tacoma,Toyota,Automatic,Gasoline,6,2011,Pickup
20991,34736,RAV4,Toyota,Automatic,Gasoline,4,2015,SUV
19229,36970,Frontier,Nissan,Automatic,Gasoline,6,2015,Pickup
16299,51062,Rogue,Nissan,Automatic,Gasoline,4,2016,SUV
40998,20078,Armada,Nissan,Automatic,Gasoline,8,2018,SUV
13936,66577,Civic,Honda,Automatic,Gasoline,4,2014,Sedan
28990,56335,Titan,Nissan,Automatic,Flexible-Fuel,8,2015,Pickup
14000,54114,Prius,Toyota,Automatic,Hybrid,4,2013,Hatchback
12477,37758,Altima,Nissan,Automatic,Gasoline,4,2013,Sedan
10771,190484,Tacoma,Toyota,Automatic,Gasoline,4,2011,Pickup
17591,69864,Camry,Toyota,Automatic,Hybrid,4,2016,Sedan
14991,21166,Corolla,Toyota,Automatic,Gasoline,4,2016,Sedan
26998,33483,Odyssey,Honda,Automatic,Gasoline,6,2016,Minivan
26820,11949,Pathfinder,Nissan,Automatic,Gasoline,6,2018,SUV
26597,61319,Tundra,Toyota,Automatic,Gasoline,8,2014,Pickup
18885,81635,Titan,Nissan,Automatic,Gasoline,8,2013,Pickup
8000,128231,Rogue,Nissan,Automatic,Gasoline,4,2010,SUV
26491,37655,Tacoma,Toyota,Automatic,Gasoline,6,2016,Pickup
16000,8629,Sentra,Nissan,Automatic,Gasoline,4,2017,Sedan
14820,5207,Sentra,Nissan,Automatic,Gasoline,4,2017,Sedan
14680,80274,Maxima,Nissan,Automatic,Gasoline,6,2012,Sedan
37000,13665,Titan,Nissan,Automatic,Gasoline,8,2017,Pickup
19000,4341,RogueSport,Nissan,Automatic,Gasoline,4,2017,SUV
23000,45334,Frontier,Nissan,Automatic,Gasoline,6,2016,Pickup
28820,69365,Armada,Nissan,Automatic,Flexible-Fuel,8,2014,SUV
14998,26818,Corolla,Toyota,Automatic,Gasoline,4,2017,Sedan
9747,98720,Pathfinder,Nissan,Automatic,Gasoline,6,2008,SUV
5999,142120,CamrySolara,Toyota,Automatic,Gasoline,6,2006,Coupe
25000,33493,Frontier,Nissan,Automatic,Gasoline,6,2016,Pickup
12820,3117,Versa,Nissan,Automatic,Gasoline,4,2017,Sedan
40998,11980,Armada,Nissan,Automatic,Gasoline,8,2018,SUV
30995,9215,Tundra,Toyota,Automatic,Gasoline,8,2017,Pickup
15420,18846,Altima,Nissan,Automatic,Gasoline,4,2015,Sedan
26200,56125,Tundra,Toyota,Automatic,Gasoline,8,2011,Pickup
14820,33950,Altima,Nissan,Automatic,Gasoline,4,2015,Sedan
23491,40882,Maxima,Nissan,Automatic,Gasoline,6,2016,Sedan
30991,19620,Tacoma,Toyota,Automatic,Gasoline,6,2015,Pickup
21935,19688,Rogue,Nissan,Automatic,Gasoline,4,2015,SUV
13498,74756,Altima,Nissan,Automatic,Gasoline,4,2016,Sedan
29991,65784,Tundra,Toyota,Automatic,Gasoline,8,2015,Pickup
14500,24583,Corolla,Toyota,Automatic,Gasoline,4,2017,Sedan
19820,11552,Rogue,Nissan,Automatic,Gasoline,4,2015,SUV
32490,26343,Tacoma,Toyota,Automatic,Gasoline,6,2016,Pickup
13820,66576,Maxima,Nissan,Automatic,Gasoline,6,2012,Sedan
26820,62149,Armada,Nissan,Automatic,Flexible-Fuel,8,2014,SUV
22991,4567,Camry,Toyota,Automatic,Gasoline,4,2018,Sedan
12000,25084,Versa,Nissan,Automatic,Gasoline,4,2017,Sedan
26820,32116,Pathfinder,Nissan,Automatic,Gasoline,6,2015,SUV
26895,137823,Tundra,Toyota,Automatic,Flexible-Fuel,8,2014,Pickup
21820,38145,Pathfinder,Nissan,Automatic,Gasoline,6,2015,SUV
13491,45040,Corolla,Toyota,Automatic,Gasoline,4,2015,Sedan
17000,7893,Altima,Nissan,Automatic,Gasoline,4,2015,Sedan
14708,23813,Fit,Honda,Automatic,Gasoline,4,2016,Hatchback
22450,24319,Titan,Nissan,Automatic,Gasoline,8,2012,Pickup
18820,18933,Rogue,Nissan,Automatic,Gasoline,4,2016,SUV
13491,61888,Camry,Toyota,Automatic,Gasoline,4,2014,Sedan
16000,17149,Altima,Nissan,Automatic,Gasoline,4,2015,Sedan
22000,73476,Ridgeline,Honda,Automatic,Gasoline,6,2013,Pickup
6886,151924,Civic,Honda,Automatic,Gasoline,4,2012,Coupe
7398,103839,Yaris,Toyota,Automatic,Gasoline,4,2014,Hatchback
15820,16471,Altima,Nissan,Automatic,Gasoline,4,2015,Sedan
7188,94900,Versa,Nissan,Automatic,Gasoline,4,2013,Sedan
25215,10420,Accord,Honda,Automatic,Gasoline,4,2017,Coupe
16494,92123,Odyssey,Honda,Automatic,Gasoline,6,2012,Minivan
15000,40480,Altima,Nissan,Automatic,Gasoline,4,2015,Sedan
13491,34753,Camry,Toyota,Automatic,Gasoline,4,2012,Sedan
27769,25936,Titan,Nissan,Automatic,Flexible-Fuel,8,2015,Pickup
21000,51196,Frontier,Nissan,Automatic,Gasoline,6,2016,Pickup
8450,96515,CR-V,Honda,Automatic,Gasoline,4,2008,SUV
10977,81546,Sentra,Nissan,Automatic,Gasoline,4,2015,Sedan
8991,170121,Prius,Toyota,Automatic,Hybrid,4,2014,Hatchback
10500,26145,Versa,Nissan,Automatic,Gasoline,4,2015,Sedan
34991,45232,Tundra,Toyota,Automatic,Flexible-Fuel,8,2014,Pickup
10825,107832,Maxima,Nissan,Automatic,Gasoline,6,2011,Sedan
14896,22203,Corolla,Toyota,Automatic,Gasoline,4,2017,Sedan
21491,67387,Tacoma,Toyota,Automatic,Gasoline,6,2011,Pickup
29567,20312,Tacoma,Toyota,Automatic,Gasoline,6,2017,Pickup
32491,15302,4Runner,Toyota,Automatic,Gasoline,6,2016,SUV
28992,15656,Pilot,Honda,Automatic,Gasoline,6,2015,SUV
17699,5184,Altima,Nissan,Automatic,Gasoline,4,2017,Sedan
25300,85821,Highlander,Toyota,Automatic,Gasoline,6,2015,SUV
17420,5409,Sentra,Nissan,Automatic,Gasoline,4,2017,Sedan
17999,5930,Altima,Nissan,Automatic,Gasoline,4,2017,Sedan
32899,31558,Tacoma,Toyota,Automatic,Gasoline,6,2016,Pickup
14400,81486,CR-V,Honda,Automatic,Gasoline,4,2012,SUV
12820,82730,Altima,Nissan,Automatic,Gasoline,4,2016,Sedan
21000,48048,Rogue,Nissan,Automatic,Gasoline,4,2015,SUV
36910,17626,Highlander,Toyota,Automatic,Gasoline,6,2017,SUV
15420,5328,Sentra,Nissan,Automatic,Gasoline,4,2017,Sedan
19760,42194,RAV4,Toyota,Automatic,Gasoline,4,2016,SUV
10900,45220,Versa,Nissan,Automatic,Gasoline,4,2016,Sedan
19820,7838,Rogue,Nissan,Automatic,Gasoline,4,2017,SUV
14039,56538,Altima,Nissan,Automatic,Gasoline,4,2016,Sedan
10420,116177,CR-V,Honda,Automatic,Gasoline,4,2009,SUV
21820,48243,Maxima,Nissan,Automatic,Gasoline,6,2017,Sedan
32491,16629,4Runner,Toyota,Automatic,Gasoline,6,2017,SUV
16990,59476,Accord,Honda,Automatic,Gasoline,6,2013,Sedan
14713,34912,Frontier,Nissan,Automatic,Gasoline,4,2012,Pickup
16127,48491,Camry,Toyota,Automatic,Gasoline,4,2017,Sedan
17399,29255,Rogue,Nissan,Automatic,Gasoline,4,2017,SUV
58991,8849,Sequoia,Toyota,Automatic,Gasoline,8,2018,SUV
14800,54967,Camry,Toyota,Automatic,Gasoline,4,2016,Sedan
29990,23132,Tacoma,Toyota,Automatic,Gasoline,6,2016,Pickup
18000,69464,Avalon,Toyota,Automatic,Hybrid,4,2013,Sedan
11600,50063,Civic,Honda,Manual,Gasoline,4,2014,Sedan
24491,83988,4Runner,Toyota,Automatic,Gasoline,6,2016,SUV
24798,23781,Frontier,Nissan,Automatic,Gasoline,6,2017,Pickup
27000,34896,Tacoma,Toyota,Automatic,Gasoline,6,2016,Pickup
15600,34431,Civic,Honda,Manual,Gasoline,4,2013,Coupe
14999,15904,Sentra,Nissan,Automatic,Gasoline,4,2017,Sedan
24999,36838,Maxima,Nissan,Automatic,Gasoline,6,2017,Sedan
25820,43290,Pathfinder,Nissan,Automatic,Gasoline,6,2017,SUV
13987,77087,Camry,Toyota,Automatic,Gasoline,4,2014,Sedan
19000,19823,Altima,Nissan,Automatic,Gasoline,4,2017,Sedan
16998,63314,Maxima,Nissan,Automatic,Gasoline,6,2014,Sedan
20420,669,Altima,Nissan,Automatic,Gasoline,4,2017,Sedan
13591,41648,Corolla,Toyota,Automatic,Gasoline,4,2016,Sedan
19000,54774,Maxima,Nissan,Automatic,Gasoline,6,2014,Sedan
59591,1386,Sequoia,Toyota,Automatic,Gasoline,8,2018,SUV
14998,14758,Corolla,Toyota,Automatic,Gasoline,4,2016,Sedan
18200,76451,Tacoma,Toyota,Automatic,Gasoline,6,2011,Pickup
20000,2893,Rogue,Nissan,Automatic,Gasoline,4,2017,SUV
24798,24254,Frontier,Nissan,Automatic,Gasoline,6,2017,Pickup
25379,6300,86,Toyota,Automatic,Gasoline,4,2017,Coupe
14995,15577,Corolla,Toyota,Automatic,Gasoline,4,2017,Sedan
20998,107970,FJCruiser,Toyota,Automatic,Gasoline,6,2011,SUV
23590,23239,Frontier,Nissan,Automatic,Gasoline,6,2017,Pickup
23992,48932,Tundra,Toyota,Automatic,Gasoline,8,2015,Pickup
21825,54271,Pathfinder,Nissan,Automatic,Gasoline,6,2013,SUV
19798,42030,Rogue,Nissan,Automatic,Gasoline,4,2015,SUV
13877,45740,Sentra,Nissan,Automatic,Gasoline,4,2016,Sedan
16500,76649,CR-V,Honda,Automatic,Gasoline,4,2012,SUV
17420,25424,Altima,Nissan,Automatic,Gasoline,4,2015,Sedan
16820,33239,Altima,Nissan,Automatic,Gasoline,4,2015,Sedan
9879,158470,Sienna,Toyota,Automatic,Gasoline,6,2010,Minivan
37688,58067,Tundra,Toyota,Automatic,Flexible-Fuel,8,2016,Pickup
34559,7317,Tacoma,Toyota,Automatic,Gasoline,6,2017,Pickup
18420,20150,Altima,Nissan,Automatic,Gasoline,4,2016,Sedan
15543,29020,Corolla,Toyota,Automatic,Gasoline,4,2014,Sedan
10000,97934,Rogue,Nissan,Automatic,Gasoline,4,2010,SUV
11800,85804,Rogue,Nissan,Automatic,Gasoline,4,2013,SUV
18989,111850,Titan,Nissan,Automatic,Gasoline,8,2012,Pickup
15491,37137,Altima,Nissan,Automatic,Gasoline,4,2016,Sedan
23991,3445,Camry,Toyota,Automatic,Gasoline,4,2018,Sedan
17549,56004,Pathfinder,Nissan,Automatic,Gasoline,6,2014,SUV
13875,159792,Tacoma,Toyota,Unspecified,Gasoline,6,2005,Pickup
41991,7776,Tacoma,Toyota,Automatic,Gasoline,6,2017,Pickup
21991,9893,C-HR,Toyota,Automatic,Gasoline,4,2018,SUV
19953,66124,CR-V,Honda,Automatic,Gasoline,4,2013,SUV
32991,52617,4Runner,Toyota,Automatic,Gasoline,6,2015,SUV
36991,39275,Tundra,Toyota,Automatic,Gasoline,8,2015,Pickup
15499,40077,Accord,Honda,Automatic,Gasoline,4,2014,Sedan
33780,10195,TitanXD,Nissan,Automatic,Gasoline,8,2017,Pickup
15820,112937,Highlander,Toyota,Automatic,Gasoline,6,2011,SUV
18000,31249,Rogue,Nissan,Automatic,Gasoline,4,2015,SUV
8991,96207,Altima,Nissan,Automatic,Gasoline,4,2010,Sedan
39922,55852,Sequoia,Toyota,Automatic,Gasoline,8,2014,SUV
10000,121085,Murano,Nissan,Automatic,Gasoline,6,2012,SUV
5982,144489,Maxima,Nissan,Automatic,Gasoline,6,2008,Sedan
16800,42347,Rogue,Nissan,Automatic,Gasoline,4,2016,SUV
20990,26489,RAV4,Toyota,Automatic,Gasoline,4,2015,SUV
20364,33272,CR-V,Honda,Automatic,Gasoline,4,2016,SUV
21491,20146,RAV4,Toyota,Automatic,Gasoline,4,2016,SUV
15000,55312,Camry,Toyota,Automatic,Gasoline,4,2015,Sedan
11450,72286,Prius,Toyota,Automatic,Hybrid,4,2010,Hatchback
21491,9977,C-HR,Toyota,Automatic,Gasoline,4,2018,SUV
34789,64614,Tundra,Toyota,Automatic,Flexible-Fuel,8,2015,Pickup
31681,12882,4Runner,Toyota,Automatic,Gasoline,6,2017,SUV
27695,31931,Tundra,Toyota,Automatic,Gasoline,8,2017,Pickup
13787,67660,Corolla,Toyota,Automatic,Gasoline,4,2015,Sedan
17000,46306,Camry,Toyota,Automatic,Gasoline,4,2017,Sedan
14900,49568,Altima,Nissan,Automatic,Gasoline,4,2016,Sedan
18250,42542,Rogue,Nissan,Automatic,Gasoline,4,2016,SUV
23395,36693,CR-V,Honda,Automatic,Gasoline,4,2016,SUV
26420,36844,Pathfinder,Nissan,Automatic,Gasoline,6,2017,SUV
10995,93101,Accord,Honda,Manual,Gasoline,4,2010,Sedan
11991,85589,Camry,Toyota,Automatic,Gasoline,4,2013,Sedan
18991,6418,C-HR,Toyota,Automatic,Gasoline,4,2018,SUV
25820,50901,Titan,Nissan,Automatic,Gasoline,8,2014,Pickup
8995,188817,Pilot,Honda,Automatic,Gasoline,6,2007,SUV
16513,20251,Altima,Nissan,Automatic,Gasoline,4,2015,Sedan
9975,79572,Insight,Honda,Automatic,Hybrid,4,2011,Hatchback
18991,47215,Altima,Nissan,Automatic,Gasoline,6,2016,Sedan
8900,73326,Corolla,Toyota,Automatic,Gasoline,4,2012,Sedan
17534,87891,Frontier,Nissan,Automatic,Gasoline,6,2013,Pickup
19798,6639,NV200,Nissan,Automatic,Gasoline,4,2017,Van
45359,5445,Tacoma,Toyota,Manual,Gasoline,6,2017,Pickup
26000,44132,Murano,Nissan,Automatic,Gasoline,6,2015,SUV
26975,27919,Maxima,Nissan,Automatic,Gasoline,6,2017,Sedan
22000,40980,CR-V,Honda,Automatic,Gasoline,4,2015,SUV
14623,60291,Corolla,Toyota,Automatic,Gasoline,4,2014,Sedan
13900,46711,Sentra,Nissan,Automatic,Gasoline,4,2016,Sedan
11800,34862,Versa,Nissan,Automatic,Gasoline,4,2016,Sedan
34420,74923,Armada,Nissan,Automatic,Flexible-Fuel,8,2015,SUV
21170,5023,Accord,Honda,Automatic,Gasoline,4,2017,Coupe
16000,66528,Rogue,Nissan,Automatic,Gasoline,4,2015,SUV
19995,41444,RAV4,Toyota,Automatic,Gasoline,4,2016,SUV
13998,78759,Camry,Toyota,Automatic,Gasoline,4,2012,Sedan
26300,65966,Tundra,Toyota,Automatic,Gasoline,8,2010,Pickup
20000,30575,Rogue,Nissan,Automatic,Gasoline,4,2017,SUV
16820,36360,Altima,Nissan,Automatic,Gasoline,4,2017,Sedan
34452,53832,4Runner,Toyota,Automatic,Gasoline,6,2015,SUV
11500,48035,VersaNote,Nissan,Automatic,Gasoline,4,2016,Hatchback
27594,23848,Tacoma,Toyota,Automatic,Gasoline,6,2016,Pickup
15410,1732,Sentra,Nissan,Automatic,Gasoline,4,2017,Sedan
16450,44551,Altima,Nissan,Automatic,Gasoline,4,2017,Sedan
32991,18013,4Runner,Toyota,Automatic,Gasoline,6,2016,SUV
23490,31773,Pathfinder,Nissan,Automatic,Gasoline,6,2016,SUV
22115,45304,Maxima,Nissan,Automatic,Gasoline,6,2017,Sedan
20469,46129,Pathfinder,Nissan,Automatic,Gasoline,6,2016,SUV
10200,81940,Civic,Honda,Automatic,Gasoline,4,2013,Sedan
6495,183616,Odyssey,Honda,Automatic,Gasoline,6,2006,Minivan
48940,320,Z,Nissan,Automatic,Gasoline,6,2016,Coupe
21785,31940,Maxima,Nissan,Automatic,Gasoline,6,2014,Sedan
17700,141000,Tacoma,Toyota,Automatic,Gasoline,6,2008,Pickup
26200,98856,Tundra,Toyota,Automatic,Flexible-Fuel,8,2010,Pickup
20420,7671,Altima,Nissan,Automatic,Gasoline,4,2017,Sedan
18991,7437,C-HR,Toyota,Automatic,Gasoline,4,2018,SUV
22591,3893,Camry,Toyota,Automatic,Gasoline,4,2018,Sedan
26991,34648,Tacoma,Toyota,Automatic,Gasoline,6,2015,Pickup
13990,43082,Sentra,Nissan,Automatic,Gasoline,4,2016,Sedan
26420,54801,Armada,Nissan,Automatic,Flexible-Fuel,8,2014,SUV
12995,98801,AccordCrosstour,Honda,Automatic,Gasoline,4,2012,SUV
18800,82050,Titan,Nissan,Automatic,Gasoline,8,2009,Pickup
20350,34195,Civic,Honda,Manual,Gasoline,4,2015,Sedan
18420,97560,Tacoma,Toyota,Automatic,Gasoline,4,2012,Pickup
43879,11261,4Runner,Toyota,Automatic,Gasoline,6,2017,SUV
19000,119761,Armada,Nissan,Automatic,Flexible-Fuel,8,2012,SUV
16990,31212,Altima,Nissan,Automatic,Gasoline,4,2015,Sedan
16590,31028,Accord,Honda,Automatic,Gasoline,4,2013,Sedan
13995,102224,Tacoma,Toyota,Manual,Gasoline,6,2008,Pickup
25000,7013,Frontier,Nissan,Automatic,Gasoline,6,2017,Pickup
18991,14626,Camry,Toyota,Automatic,Gasoline,4,2017,Sedan
33000,53038,4Runner,Toyota,Automatic,Gasoline,6,2015,SUV
9995,136850,Camry,Toyota,Automatic,Gasoline,4,2011,Sedan
11444,57722,Corolla,Toyota,Automatic,Gasoline,4,2014,Sedan
14030,68515,RAV4,Toyota,Automatic,Gasoline,4,2010,SUV
10400,70787,Sentra,Nissan,Automatic,Gasoline,4,2015,Sedan
8470,92648,Corolla,Toyota,Automatic,Gasoline,4,2010,Sedan
14990,31157,Camry,Toyota,Automatic,Gasoline,4,2013,Sedan
14776,34280,Camry,Toyota,Automatic,Gasoline,4,2014,Sedan
13995,75938,Accord,Honda,Automatic,Gasoline,4,2013,Sedan
15995,36102,Corolla,Toyota,Automatic,Gasoline,4,2016,Sedan
15995,41049,Corolla,Toyota,Automatic,Gasoline,4,2015,Sedan
9995,0,Rogue,Nissan,Automatic,Gasoline,4,2011,SUV
15995,60960,Camry,Toyota,Automatic,Gasoline,4,2015,Sedan
17995,37018,Camry,Toyota,Automatic,Gasoline,4,2015,Sedan
11499,75730,Camry,Toyota,Automatic,Gasoline,4,2012,Sedan
7995,147221,Murano,Nissan,Automatic,Gasoline,6,2006,SUV
9850,74440,Altima,Nissan,Automatic,Gasoline,4,2011,Coupe
9500,114206,Altima,Nissan,Automatic,Gasoline,4,2014,Sedan
20450,36934,Camry,Toyota,Automatic,Gasoline,4,2015,Sedan
22000,0,Frontier,Nissan,Unspecified,Gasoline,6,2015,Pickup
15348,70356,AccordCrosstour,Honda,Automatic,Gasoline,6,2012,SUV
4995,162226,Altima,Nissan,Automatic,Gasoline,4,2006,Sedan
17995,42810,Camry,Toyota,Automatic,Gasoline,4,2016,Sedan
5820,114984,Versa,Nissan,Automatic,Gasoline,4,2007,Hatchback
16664,40697,Camry,Toyota,Automatic,Gasoline,4,2016,Sedan
7840,107705,Rogue,Nissan,Automatic,Gasoline,4,2008,SUV
14995,36607,Corolla,Toyota,Automatic,Gasoline,4,2015,Sedan
18995,30545,Camry,Toyota,Automatic,Gasoline,4,2017,Sedan
12000,98929,Camry,Toyota,Automatic,Gasoline,4,2013,Sedan
17990,39009,Rogue,Nissan,Automatic,Gasoline,4,2016,SUV
13798,47555,Altima,Nissan,Automatic,Gasoline,4,2014,Sedan
22719,21298,Pathfinder,Nissan,Automatic,Gasoline,6,2014,SUV
8714,53466,Versa,Nissan,Automatic,Gasoline,4,2012,Sedan
16995,142977,Tundra,Toyota,Automatic,Gasoline,8,2007,Pickup
14998,41145,Accord,Honda,Automatic,Gasoline,4,2012,Sedan
23000,16891,Frontier,Nissan,Automatic,Gasoline,6,2016,Pickup
12797,42618,Corolla,Toyota,Manual,Gasoline,4,2015,Sedan
11800,96929,CamrySolara,Toyota,Automatic,Gasoline,6,2008,Convertible
13638,42635,Fit,Honda,Automatic,Gasoline,4,2012,Hatchback
14201,72648,Camry,Toyota,Automatic,Gasoline,4,2012,Sedan
26354,35503,Tacoma,Toyota,Automatic,Gasoline,6,2015,Pickup
14621,34882,Camry,Toyota,Automatic,Gasoline,4,2014,Sedan
18455,45203,Rogue,Nissan,Automatic,Gasoline,4,2015,SUV
28688,5573,Maxima,Nissan,Automatic,Gasoline,6,2017,Sedan
8513,92756,Altima,Nissan,Automatic,Gasoline,4,2012,Sedan
20333,71376,CR-V,Honda,Automatic,Gasoline,4,2015,SUV
7000,106505,Sentra,Nissan,Automatic,Gasoline,4,2012,Sedan
26555,42036,4Runner,Toyota,Automatic,Gasoline,6,2014,SUV
21000,31362,Rogue,Nissan,Automatic,Gasoline,4,2015,SUV
24000,21522,Maxima,Nissan,Automatic,Gasoline,6,2017,Sedan
30994,4134,Sienna,Toyota,Automatic,Gasoline,6,2016,Minivan
26777,21923,CR-V,Honda,Automatic,Gasoline,4,2016,SUV
33855,2585,Tacoma,Toyota,Automatic,Gasoline,6,2017,Pickup
19442,17029,RAV4,Toyota,Automatic,Gasoline,4,2016,SUV
19019,16908,Maxima,Nissan,Automatic,Gasoline,6,2014,Sedan
19000,49842,Rogue,Nissan,Automatic,Gasoline,4,2015,SUV
12999,116390,Avalon,Toyota,Automatic,Hybrid,4,2013,Sedan
14479,14226,Corolla,Toyota,Automatic,Gasoline,4,2016,Sedan
21000,37321,Rogue,Nissan,Automatic,Gasoline,4,2015,SUV
16000,48996,Altima,Nissan,Automatic,Gasoline,6,2015,Sedan
24977,20367,CR-V,Honda,Automatic,Gasoline,4,2015,SUV
9994,17722,Insight,Honda,Automatic,Hybrid,4,2011,Hatchback
23442,2370,RAV4,Toyota,Automatic,Gasoline,4,2018,SUV
33799,2927,Tundra,Toyota,Automatic,Flexible-Fuel,8,2017,Pickup
24241,56599,Tacoma,Toyota,Automatic,Gasoline,6,2016,Pickup
19179,21870,RAV4,Toyota,Automatic,Gasoline,4,2017,SUV
14525,4888,Corolla,Toyota,Automatic,Gasoline,4,2017,Sedan
30472,8349,Tacoma,Toyota,Automatic,Gasoline,6,2017,Pickup
13891,35192,Rogue,Nissan,Automatic,Gasoline,4,2015,SUV
16299,37496,Maxima,Nissan,Automatic,Gasoline,6,2013,Sedan
8000,56261,Versa,Nissan,Automatic,Gasoline,4,2013,Sedan
9450,80063,Camry,Toyota,Automatic,Gasoline,4,2011,Sedan
40279,15407,Tundra,Toyota,Automatic,Gasoline,8,2016,Pickup
6495,112119,Altima,Nissan,Automatic,Gasoline,4,2010,Sedan
14999,31238,Camry,Toyota,Automatic,Gasoline,4,2016,Sedan
11500,57566,Civic,Honda,Automatic,Hybrid,4,2013,Sedan
7895,60319,Insight,Honda,Automatic,Hybrid,4,2010,Hatchback
8950,85492,Prius,Toyota,Automatic,Hybrid,4,2010,Hatchback
24650,29808,Pathfinder,Nissan,Automatic,Gasoline,6,2016,SUV
23988,36616,Odyssey,Honda,Automatic,Gasoline,6,2014,Minivan
33000,11858,TitanXD,Nissan,Automatic,Diesel,8,2016,Pickup
15121,52039,Maxima,Nissan,Automatic,Gasoline,6,2014,Sedan
7490,90383,Accord,Honda,Automatic,Gasoline,6,2005,Sedan
15379,1805,Corolla,Toyota,Automatic,Gasoline,4,2017,Sedan
9850,98896,Titan,Nissan,Automatic,Gasoline,8,2008,Pickup
14229,45673,Camry,Toyota,Automatic,Gasoline,4,2015,Sedan
11000,76430,Altima,Nissan,Automatic,Gasoline,4,2013,Sedan
7998,88000,Tacoma,Toyota,Manual,Gasoline,4,2007,Pickup
29994,33669,4Runner,Toyota,Automatic,Gasoline,6,2016,SUV
17488,65350,CR-V,Honda,Automatic,Gasoline,4,2014,SUV
34500,7377,Murano,Nissan,Automatic,Gasoline,6,2017,SUV
11624,59194,Altima,Nissan,Automatic,Gasoline,4,2014,Sedan
14999,41852,Prius,Toyota,Automatic,Hybrid,4,2015,Hatchback
32984,19766,4Runner,Toyota,Automatic,Gasoline,6,2016,SUV
20500,44079,Maxima,Nissan,Automatic,Gasoline,6,2016,Sedan
28998,29271,Tacoma,Toyota,Automatic,Gasoline,6,2014,Pickup
21393,34627,RAV4,Toyota,Automatic,Gasoline,4,2017,SUV
13723,16242,Sentra,Nissan,Automatic,Gasoline,4,2016,Sedan
19993,51707,Venza,Toyota,Automatic,Gasoline,4,2015,Wagon
17986,39897,CR-V,Honda,Automatic,Gasoline,4,2016,SUV
22994,38537,Pathfinder,Nissan,Automatic,Gasoline,6,2015,SUV
14791,28428,Altima,Nissan,Automatic,Gasoline,4,2016,Sedan
14229,55437,Prius,Toyota,Automatic,Hybrid,4,2014,Hatchback
22000,16993,Rogue,Nissan,Automatic,Gasoline,4,2015,SUV
9500,91774,Juke,Nissan,Manual,Gasoline,4,2011,SUV
20000,28279,Pathfinder,Nissan,Automatic,Gasoline,6,2015,SUV
16400,54656,AccordCrosstour,Honda,Automatic,Gasoline,4,2014,SUV
14900,41355,Altima,Nissan,Automatic,Gasoline,4,2013,Sedan
11584,114989,Camry,Toyota,Automatic,Gasoline,4,2014,Sedan
15500,62725,Quest,Nissan,Automatic,Gasoline,6,2015,Minivan
19000,41609,Maxima,Nissan,Automatic,Gasoline,6,2014,Sedan
26999,17072,Tacoma,Toyota,Automatic,Gasoline,6,2015,Pickup
14000,35436,Altima,Nissan,Automatic,Gasoline,4,2015,Sedan
22995,21404,RAV4,Toyota,Automatic,Gasoline,4,2017,SUV
12901,51670,Altima,Nissan,Automatic,Gasoline,4,2015,Sedan
25000,44992,Pathfinder,Nissan,Automatic,Gasoline,6,2015,SUV
12500,58974,Altima,Nissan,Automatic,Gasoline,4,2014,Sedan
19791,76313,Titan,Nissan,Automatic,Gasoline,8,2014,Pickup
18500,65438,Pathfinder,Nissan,Automatic,Gasoline,6,2015,SUV
22988,16153,RAV4,Toyota,Automatic,Gasoline,4,2015,SUV
27952,59767,4Runner,Toyota,Automatic,Gasoline,6,2015,SUV
21994,55201,Avalon,Toyota,Automatic,Gasoline,6,2015,Sedan
12000,53002,Altima,Nissan,Automatic,Gasoline,4,2015,Sedan
12555,0,Altima,Nissan,Automatic,Gasoline,4,2015,Sedan
13479,21788,Altima,Nissan,Automatic,Gasoline,4,2015,Sedan
13999,6217,Corolla,Toyota,Automatic,Gasoline,4,2015,Sedan
27455,45801,4Runner,Toyota,Automatic,Gasoline,6,2015,SUV
