price,milage,model,make,transmission,fuel,Num_Cyl,year,body_style
22989,27127,RAV4,Toyota,Automatic,Gasoline,4,2015,SUV
28295,31902,Highlander,Toyota,Automatic,Gasoline,6,2015,SUV
17490,27564,Rogue,Nissan,Automatic,Gasoline,4,2015,SUV
15894,36185,Camry,Toyota,Automatic,Gasoline,4,2015,Sedan
13806,15557,YarisiA,Toyota,Unspecified,Gasoline,4,2017,Sedan
31448,23748,Tacoma,Toyota,Automatic,Gasoline,6,2016,Pickup
13294,36355,Civic,Honda,Automatic,Gasoline,4,2015,Sedan
16000,59725,Accord,Honda,Automatic,Gasoline,6,2014,Sedan
33995,67237,Tundra,Toyota,Automatic,Gasoline,8,2015,Pickup
31777,20133,Highlander,Toyota,Automatic,Gasoline,6,2015,SUV
20793,25863,RAV4,Toyota,Automatic,Gasoline,4,2015,SUV
24990,60011,Tacoma,Toyota,Automatic,Gasoline,6,2015,Pickup
14670,62544,Murano,Nissan,Automatic,Gasoline,6,2014,SUV
20338,54194,Odyssey,Honda,Automatic,Gasoline,6,2014,Minivan
26997,19047,Highlander,Toyota,Automatic,Gasoline,6,2016,SUV
13995,37540,Rogue,Nissan,Automatic,Gasoline,4,2015,SUV
24990,37866,Pilot,Honda,Automatic,Gasoline,6,2015,SUV
10325,73229,Accord,Honda,Automatic,Gasoline,4,2011,Sedan
29996,22676,Highlander,Toyota,Automatic,Gasoline,6,2015,SUV
29395,27010,4Runner,Toyota,Automatic,Gasoline,6,2016,SUV
7995,195194,Tundra,Toyota,Automatic,Gasoline,8,2006,Pickup
12495,35387,Altima,Nissan,Automatic,Gasoline,4,2014,Sedan
19190,30638,RAV4,Toyota,Automatic,Gasoline,4,2015,SUV
12599,34044,Corolla,Toyota,Automatic,Gasoline,4,2015,Sedan
16990,95323,Tacoma,Toyota,Unspecified,Gasoline,6,2008,Pickup
12999,35797,Altima,Nissan,Automatic,Gasoline,4,2015,Sedan
31979,41256,4Runner,Toyota,Automatic,Gasoline,6,2015,SUV
17521,121880,Highlander,Toyota,Automatic,Gasoline,6,2013,SUV
26990,54117,Highlander,Toyota,Automatic,Gasoline,6,2015,SUV
13495,36517,Civic,Honda,Automatic,Gasoline,4,2015,Sedan
19000,9545,Civic,Honda,Automatic,Gasoline,4,2017,Sedan
16995,45490,RAV4,Toyota,Automatic,Gasoline,4,2015,SUV
13995,12085,Corolla,Toyota,Automatic,Gasoline,4,2016,Sedan
29773,28030,Highlander,Toyota,Automatic,Gasoline,6,2015,SUV
32432,24032,Highlander,Toyota,Automatic,Gasoline,6,2016,SUV
17990,48006,RAV4,Toyota,Automatic,Gasoline,4,2015,SUV
15500,80100,Pilot,Honda,Automatic,Gasoline,6,2012,SUV
17999,25986,Pathfinder,Nissan,Automatic,Gasoline,6,2015,SUV
15489,37110,Venza,Toyota,Automatic,Gasoline,4,2015,Wagon
17992,45643,RAV4,Toyota,Automatic,Gasoline,4,2013,SUV
13097,29654,Corolla,Toyota,Automatic,Gasoline,4,2015,Sedan
31995,18657,4Runner,Toyota,Automatic,Gasoline,6,2016,SUV
19200,25072,CR-V,Honda,Automatic,Gasoline,4,2016,SUV
12995,44788,Corolla,Toyota,Unspecified,Gasoline,4,2015,Sedan
13900,28530,Civic,Honda,Automatic,Gasoline,4,2015,Sedan
25500,43321,Pilot,Honda,Automatic,Gasoline,6,2016,SUV
25995,25315,Pilot,Honda,Automatic,Gasoline,6,2015,SUV
20997,36183,Venza,Toyota,Automatic,Gasoline,4,2015,Wagon
23933,31694,Sienna,Toyota,Automatic,Gasoline,6,2015,Minivan
18695,36227,RAV4,Toyota,Automatic,Gasoline,4,2015,SUV
17998,48239,Avalon,Toyota,Automatic,Gasoline,6,2014,Sedan
20542,40091,RAV4,Toyota,Automatic,Gasoline,4,2015,SUV
19504,64208,Odyssey,Honda,Automatic,Gasoline,6,2015,Minivan
17000,17652,Accord,Honda,Automatic,Gasoline,4,2016,Sedan
29585,30251,Highlander,Toyota,Automatic,Gasoline,6,2015,SUV
18497,14728,Rogue,Nissan,Automatic,Gasoline,4,2016,SUV
22591,16707,RAV4,Toyota,Automatic,Gasoline,4,2015,SUV
22267,28924,RAV4,Toyota,Automatic,Gasoline,4,2015,SUV
13971,21940,Civic,Honda,Automatic,Gasoline,4,2015,Sedan
12448,43499,Altima,Nissan,Automatic,Gasoline,6,2013,Sedan
12795,27049,Sentra,Nissan,Automatic,Gasoline,4,2015,Sedan
15191,57895,Accord,Honda,Automatic,Gasoline,4,2013,Sedan
27997,15054,Maxima,Nissan,Automatic,Gasoline,6,2017,Sedan
13700,19986,Altima,Nissan,Automatic,Gasoline,4,2015,Sedan
18699,22761,CR-V,Honda,Automatic,Gasoline,4,2015,SUV
26558,27501,CR-V,Honda,Automatic,Gasoline,4,2016,SUV
20995,24868,RAV4,Toyota,Automatic,Gasoline,4,2015,SUV
18822,35975,RAV4,Toyota,Automatic,Gasoline,4,2015,SUV
17973,37739,CR-V,Honda,Automatic,Gasoline,4,2014,SUV
19499,42479,Odyssey,Honda,Automatic,Gasoline,6,2014,Minivan
24980,31476,Pilot,Honda,Automatic,Gasoline,6,2014,SUV
27770,43939,Highlander,Toyota,Automatic,Gasoline,6,2015,SUV
18395,103750,Tacoma,Toyota,Automatic,Gasoline,6,2011,Pickup
28797,25629,Highlander,Toyota,Automatic,Gasoline,6,2015,SUV
11400,90035,Altima,Nissan,Automatic,Gasoline,4,2014,Sedan
19333,56742,RAV4,Toyota,Automatic,Gasoline,4,2015,SUV
15642,39530,Maxima,Nissan,Automatic,Gasoline,6,2014,Sedan
15950,19505,Accord,Honda,Automatic,Gasoline,4,2015,Sedan
29472,30528,Highlander,Toyota,Automatic,Gasoline,6,2015,SUV
29989,34532,Tacoma,Toyota,Automatic,Gasoline,6,2016,Pickup
24449,54248,Sienna,Toyota,Automatic,Gasoline,6,2014,Minivan
17799,70567,Sienna,Toyota,Automatic,Gasoline,6,2012,Minivan
14858,31638,Corolla,Toyota,Automatic,Gasoline,4,2016,Sedan
18999,13929,Rogue,Nissan,Automatic,Gasoline,4,2016,SUV
15885,35346,Camry,Toyota,Automatic,Gasoline,4,2015,Sedan
10995,72679,Altima,Nissan,Automatic,Gasoline,4,2015,Sedan
13153,33885,Civic,Honda,Automatic,Gasoline,4,2015,Sedan
17995,23687,Prius,Toyota,Automatic,Hybrid,4,2015,Hatchback
24677,33257,Odyssey,Honda,Automatic,Gasoline,6,2015,Minivan
13170,52875,Corolla,Toyota,Automatic,Gasoline,4,2015,Sedan
18056,38322,RAV4,Toyota,Automatic,Gasoline,4,2015,SUV
10346,78954,Accord,Honda,Automatic,Gasoline,6,2010,Sedan
24442,47543,4Runner,Toyota,Automatic,Gasoline,6,2011,SUV
31999,13195,Tundra,Toyota,Automatic,Gasoline,8,2016,Pickup
26113,46504,Tacoma,Toyota,Automatic,Gasoline,6,2014,Pickup
21328,10970,RAV4,Toyota,Automatic,Gasoline,4,2015,SUV
18440,3713,Camry,Toyota,Automatic,Gasoline,4,2017,Sedan
35892,31402,4Runner,Toyota,Automatic,Gasoline,6,2016,SUV
28982,40676,Highlander,Toyota,Automatic,Gasoline,6,2015,SUV
20994,24599,Rogue,Nissan,Automatic,Gasoline,4,2015,SUV
16199,36352,Rogue,Nissan,Automatic,Gasoline,4,2016,SUV
36554,3593,Highlander,Toyota,Automatic,Gasoline,6,2017,SUV
24495,36356,Highlander,Toyota,Automatic,Gasoline,6,2015,SUV
13993,22547,Corolla,Toyota,Automatic,Gasoline,4,2015,Sedan
26363,13532,RAV4,Toyota,Automatic,Hybrid,4,2016,SUV
18637,45367,RAV4,Toyota,Automatic,Gasoline,4,2015,SUV
32500,20149,Highlander,Toyota,Automatic,Gasoline,6,2016,SUV
13543,28142,Priusc,Toyota,Automatic,Hybrid,4,2016,Hatchback
15991,50363,Maxima,Nissan,Automatic,Gasoline,6,2014,Sedan
16500,15934,Altima,Nissan,Automatic,Gasoline,4,2016,Sedan
8994,89601,Prius,Toyota,Automatic,Hybrid,4,2010,Hatchback
26900,38685,Tacoma,Toyota,Automatic,Gasoline,6,2015,Pickup
27497,18290,RAV4,Toyota,Automatic,Hybrid,4,2016,SUV
17300,20583,Rogue,Nissan,Automatic,Gasoline,4,2015,SUV
20780,26107,Accord,Honda,Automatic,Gasoline,4,2017,Sedan
11495,46243,Corolla,Toyota,Automatic,Gasoline,4,2015,Sedan
15081,60856,Pilot,Honda,Automatic,Gasoline,6,2010,SUV
13640,54757,Civic,Honda,Automatic,Gasoline,4,2015,Sedan
20496,21853,CR-V,Honda,Automatic,Gasoline,4,2015,SUV
18433,32752,RAV4,Toyota,Automatic,Gasoline,4,2015,SUV
42995,39876,Sequoia,Toyota,Automatic,Gasoline,8,2015,SUV
26972,41864,Tacoma,Toyota,Automatic,Gasoline,6,2015,Pickup
15255,14390,Camry,Toyota,Automatic,Gasoline,4,2015,Sedan
22221,45212,Odyssey,Honda,Automatic,Gasoline,6,2014,Minivan
12995,19945,Sentra,Nissan,Automatic,Gasoline,4,2015,Sedan
22495,16827,Camry,Toyota,Automatic,Gasoline,6,2017,Sedan
10495,40748,Sentra,Nissan,Automatic,Gasoline,4,2016,Sedan
16995,26488,Accord,Honda,Automatic,Gasoline,4,2015,Sedan
24317,37936,Odyssey,Honda,Automatic,Gasoline,6,2015,Minivan
28443,27504,Highlander,Toyota,Automatic,Gasoline,6,2014,SUV
20891,91309,Highlander,Toyota,Automatic,Gasoline,6,2013,SUV
16499,36613,CR-V,Honda,Automatic,Gasoline,4,2014,SUV
14499,39984,Accord,Honda,Automatic,Gasoline,4,2015,Sedan
18955,71485,Armada,Nissan,Automatic,Gasoline,8,2011,SUV
9989,79436,Prius,Toyota,Automatic,Hybrid,4,2011,Hatchback
18102,27956,Camry,Toyota,Automatic,Gasoline,4,2015,Sedan
19995,48621,Highlander,Toyota,Automatic,Gasoline,6,2013,SUV
13972,36224,Civic,Honda,Automatic,Gasoline,4,2015,Sedan
27999,14844,Sienna,Toyota,Automatic,Gasoline,6,2015,Minivan
4777,118252,Corolla,Toyota,Manual,Gasoline,4,2004,Sedan
10665,103095,Maxima,Nissan,Automatic,Gasoline,6,2011,Sedan
31995,56228,4Runner,Toyota,Automatic,Gasoline,6,2015,SUV
15997,36942,Rogue,Nissan,Automatic,Gasoline,4,2015,SUV
28999,50622,Tacoma,Toyota,Automatic,Gasoline,6,2016,Pickup
17994,20990,Rogue,Nissan,Automatic,Gasoline,4,2015,SUV
27995,4660,RAV4,Toyota,Automatic,Hybrid,4,2017,SUV
5758,153879,Camry,Toyota,Automatic,Gasoline,4,2010,Sedan
23999,28075,Sienna,Toyota,Automatic,Gasoline,6,2014,Minivan
26995,29283,Sienna,Toyota,Automatic,Gasoline,6,2015,Minivan
25560,33654,Odyssey,Honda,Automatic,Gasoline,6,2015,Minivan
17500,2980,Civic,Honda,Automatic,Gasoline,4,2017,Sedan
16104,4033,Altima,Nissan,Automatic,Gasoline,4,2017,Sedan
12000,146917,FJCruiser,Toyota,Automatic,Gasoline,6,2007,SUV
26977,23037,RAV4,Toyota,Automatic,Hybrid,4,2016,SUV
16995,82701,Pilot,Honda,Automatic,Gasoline,6,2011,SUV
29998,5262,Murano,Nissan,Automatic,Gasoline,6,2017,SUV
13565,19313,Corolla,Toyota,Automatic,Gasoline,4,2015,Sedan
12968,30729,Camry,Toyota,Automatic,Gasoline,4,2016,Sedan
6750,145111,CR-V,Honda,Automatic,Gasoline,4,2008,SUV
24988,37244,Armada,Nissan,Automatic,Gasoline,8,2014,SUV
29898,17293,Pathfinder,Nissan,Automatic,Gasoline,6,2016,SUV
4999,144537,Pilot,Honda,Automatic,Gasoline,6,2005,SUV
7283,78865,VersaNote,Nissan,Automatic,Gasoline,4,2014,Hatchback
41683,2412,Pilot,Honda,Automatic,Gasoline,6,2017,SUV
11999,145838,Tundra,Toyota,Automatic,Gasoline,8,2011,Pickup
7499,81803,Fit,Honda,Automatic,Gasoline,4,2013,Hatchback
13790,38771,Camry,Toyota,Automatic,Gasoline,4,2014,Sedan
14995,41333,Maxima,Nissan,Automatic,Gasoline,6,2014,Sedan
32803,3745,Tacoma,Toyota,Automatic,Gasoline,6,2017,Pickup
13970,24584,Civic,Honda,Automatic,Gasoline,4,2015,Sedan
26995,8758,Sienna,Toyota,Automatic,Gasoline,6,2017,Minivan
14980,14688,Fit,Honda,Automatic,Gasoline,4,2015,Hatchback
29995,12409,Highlander,Toyota,Automatic,Gasoline,6,2017,SUV
12995,23764,Corolla,Toyota,Automatic,Gasoline,4,2015,Sedan
12452,60695,Corolla,Toyota,Automatic,Gasoline,4,2014,Sedan
43885,1170,Pilot,Honda,Automatic,Gasoline,6,2018,SUV
15999,20259,Accord,Honda,Automatic,Gasoline,6,2013,Coupe
13203,43767,Camry,Toyota,Automatic,Gasoline,4,2015,Sedan
25995,30663,Pilot,Honda,Automatic,Gasoline,6,2015,SUV
34991,35403,Highlander,Toyota,Automatic,Gasoline,6,2016,SUV
17490,8917,Camry,Toyota,Automatic,Gasoline,4,2017,Sedan
17990,9756,Camry,Toyota,Automatic,Gasoline,4,2017,Sedan
17490,10189,Camry,Toyota,Automatic,Gasoline,4,2017,Sedan
12995,28841,Civic,Honda,Automatic,Gasoline,4,2015,Coupe
30990,29894,4Runner,Toyota,Automatic,Gasoline,6,2016,SUV
29995,25055,Highlander,Toyota,Automatic,Gasoline,6,2015,SUV
23827,33103,Pilot,Honda,Automatic,Gasoline,6,2015,SUV
15590,58009,CR-V,Honda,Automatic,Gasoline,4,2015,SUV
18996,11865,Rogue,Nissan,Automatic,Gasoline,4,2017,SUV
19770,25101,RAV4,Toyota,Automatic,Gasoline,4,2015,SUV
7688,143378,RAV4,Toyota,Automatic,Gasoline,4,2010,SUV
18419,21217,CR-V,Honda,Automatic,Gasoline,4,2014,SUV
19970,42119,Accord,Honda,Automatic,Gasoline,6,2015,Sedan
23999,49231,Odyssey,Honda,Automatic,Gasoline,6,2015,Minivan
31990,24881,Highlander,Toyota,Automatic,Gasoline,6,2016,SUV
17258,39656,CR-V,Honda,Automatic,Gasoline,4,2014,SUV
24451,12126,Tacoma,Toyota,Automatic,Gasoline,4,2016,Pickup
18995,5858,Rogue,Nissan,Automatic,Gasoline,4,2017,SUV
23495,15528,Maxima,Nissan,Automatic,Gasoline,6,2017,Sedan
28995,33459,Pilot,Honda,Automatic,Gasoline,6,2015,SUV
15475,14481,Camry,Toyota,Automatic,Gasoline,4,2016,Sedan
26288,35966,Murano,Nissan,Automatic,Gasoline,6,2015,SUV
5995,141138,Highlander,Toyota,Automatic,Gasoline,6,2006,SUV
3995,79164,Camry,Toyota,Automatic,Gasoline,4,2002,Sedan
6995,122329,Matrix,Toyota,Automatic,Gasoline,4,2009,Wagon
10995,93051,Prius,Toyota,Automatic,Hybrid,4,2013,Hatchback
5995,138391,Sienna,Toyota,Automatic,Gasoline,6,2007,Minivan
34695,35383,Highlander,Toyota,Automatic,Gasoline,6,2016,SUV
32548,28721,Highlander,Toyota,Automatic,Gasoline,6,2016,SUV
22937,26234,CR-V,Honda,Automatic,Gasoline,4,2015,SUV
15629,38823,Maxima,Nissan,Automatic,Gasoline,6,2014,Sedan
17050,39016,Rogue,Nissan,Automatic,Gasoline,4,2015,SUV
11995,13446,Civic,Honda,Manual,Gasoline,4,2015,Sedan
16982,13686,Camry,Toyota,Automatic,Gasoline,4,2017,Sedan
9995,91050,Titan,Nissan,Automatic,Gasoline,8,2005,Pickup
9997,60406,Tacoma,Toyota,Manual,Gasoline,4,2008,Pickup
10895,64963,Altima,Nissan,Automatic,Gasoline,4,2013,Sedan
11995,58243,Accord,Honda,Automatic,Gasoline,4,2014,Sedan
10233,19526,Civic,Honda,Automatic,Gasoline,4,2013,Sedan
19495,31068,Rogue,Nissan,Automatic,Gasoline,4,2014,SUV
11995,123238,Sienna,Toyota,Automatic,Gasoline,6,2013,Minivan
5866,105508,Fit,Honda,Manual,Gasoline,4,2008,Hatchback
6995,128250,Rogue,Nissan,Automatic,Gasoline,4,2010,SUV
18495,12442,CR-V,Honda,Automatic,Gasoline,4,2015,SUV
36899,20161,TitanXD,Nissan,Automatic,Diesel,8,2016,Pickup
10495,55313,Camry,Toyota,Automatic,Gasoline,4,2014,Sedan
11237,92779,Civic,Honda,Automatic,Gasoline,4,2015,Sedan
29650,38655,Tundra,Toyota,Automatic,Gasoline,8,2014,Pickup
20625,13982,Rogue,Nissan,Automatic,Gasoline,4,2017,SUV
3999,127015,Camry,Toyota,Automatic,Gasoline,4,2003,Sedan
7990,80683,Accord,Honda,Automatic,Gasoline,4,2008,Sedan
17077,24881,Camry,Toyota,Automatic,Gasoline,4,2017,Sedan
21275,37187,Tacoma,Toyota,Automatic,Gasoline,4,2015,Pickup
9950,151093,Frontier,Nissan,Automatic,Gasoline,6,2008,Pickup
10900,78594,Accord,Honda,Automatic,Gasoline,4,2012,Coupe
12573,65907,Rogue,Nissan,Automatic,Gasoline,4,2015,SUV
14334,24668,Corolla,Toyota,Automatic,Gasoline,4,2017,Sedan
21251,65633,Odyssey,Honda,Automatic,Gasoline,6,2014,Minivan
10495,33666,Sentra,Nissan,Automatic,Gasoline,4,2014,Sedan
13995,58694,Maxima,Nissan,Automatic,Gasoline,6,2014,Sedan
21995,11563,Pathfinder,Nissan,Automatic,Gasoline,6,2016,SUV
5995,112840,Pilot,Honda,Automatic,Gasoline,6,2005,SUV
9995,92993,RAV4,Toyota,Automatic,Gasoline,4,2011,SUV
10797,52131,Civic,Honda,Automatic,Gasoline,4,2013,Sedan
25650,59127,Tacoma,Toyota,Automatic,Gasoline,6,2014,Pickup
17500,12731,Rogue,Nissan,Automatic,Gasoline,4,2014,SUV
29695,59514,Highlander,Toyota,Automatic,Gasoline,6,2016,SUV
28995,35100,Sienna,Toyota,Automatic,Gasoline,6,2017,Minivan
18990,76785,Pilot,Honda,Automatic,Gasoline,6,2014,SUV
5290,167923,Camry,Toyota,Automatic,Gasoline,4,2009,Sedan
15808,25135,Camry,Toyota,Automatic,Gasoline,4,2017,Sedan
14390,38885,Accord,Honda,Automatic,Gasoline,4,2014,Sedan
5183,122438,Altima,Nissan,Automatic,Gasoline,4,2009,Sedan
8520,162361,Tundra,Toyota,Automatic,Gasoline,8,2006,Pickup
21995,63816,Sienna,Toyota,Automatic,Gasoline,6,2016,Minivan
15499,34850,Accord,Honda,Automatic,Gasoline,4,2015,Coupe
18995,38548,CR-V,Honda,Automatic,Gasoline,4,2015,SUV
17965,13102,Camry,Toyota,Automatic,Gasoline,4,2017,Sedan
18495,32500,Rogue,Nissan,Automatic,Gasoline,4,2015,SUV
24870,30153,Odyssey,Honda,Automatic,Gasoline,6,2015,Minivan
4993,125575,Civic,Honda,Automatic,Gasoline,4,2006,Coupe
18995,51714,Pilot,Honda,Automatic,Gasoline,6,2014,SUV
10995,26792,Sentra,Nissan,Unspecified,Gasoline,4,2013,Sedan
15645,35565,Rogue,Nissan,Automatic,Gasoline,4,2015,SUV
32995,15213,Titan,Nissan,Automatic,Gasoline,8,2017,Pickup
10800,71634,Corolla,Toyota,Automatic,Gasoline,4,2013,Sedan
13099,1241,Versa,Nissan,Automatic,Gasoline,4,2018,Sedan
10999,87829,Sienna,Toyota,Automatic,Gasoline,4,2011,Minivan
19994,16846,Rogue,Nissan,Automatic,Gasoline,4,2017,SUV
70204,15199,GT-R,Nissan,Automatic,Gasoline,6,2015,Coupe
29499,9760,Frontier,Nissan,Automatic,Gasoline,6,2018,Pickup
9799,121323,RAV4,Toyota,Automatic,Gasoline,4,2011,SUV
32957,6701,Tundra,Toyota,Automatic,Gasoline,8,2018,Pickup
18386,65202,Odyssey,Honda,Automatic,Gasoline,6,2013,Minivan
25999,30260,Pathfinder,Nissan,Automatic,Gasoline,6,2017,SUV
8990,122769,Murano,Nissan,Automatic,Gasoline,6,2010,SUV
24999,17305,Frontier,Nissan,Automatic,Gasoline,6,2017,Pickup
28995,29547,Highlander,Toyota,Automatic,Gasoline,6,2015,SUV
26495,30552,Highlander,Toyota,Automatic,Gasoline,6,2015,SUV
12788,34576,Juke,Nissan,Manual,Gasoline,4,2013,SUV
5875,74685,Versa,Nissan,Automatic,Gasoline,4,2011,Hatchback
13495,87053,Titan,Nissan,Automatic,Gasoline,8,2011,Pickup
14955,32665,Rogue,Nissan,Automatic,Gasoline,4,2013,SUV
5900,139037,Odyssey,Honda,Automatic,Gasoline,6,2010,Minivan
9495,47458,Civic,Honda,Automatic,Gasoline,4,2014,Coupe
9448,72371,Camry,Toyota,Unspecified,Gasoline,4,2011,Sedan
10240,50343,Sentra,Nissan,Automatic,Gasoline,4,2014,Sedan
7668,122486,Camry,Toyota,Automatic,Gasoline,4,2010,Sedan
16000,26668,Accord,Honda,Automatic,Gasoline,4,2015,Sedan
9495,90209,Accord,Honda,Automatic,Gasoline,4,2012,Sedan
5900,164015,Civic,Honda,Automatic,Gasoline,4,2011,Sedan
12886,43187,Altima,Nissan,Automatic,Gasoline,4,2016,Sedan
19730,18804,Avalon,Toyota,Automatic,Gasoline,6,2014,Sedan
6995,93849,Altima,Nissan,Automatic,Gasoline,4,2012,Sedan
5966,95576,Civic,Honda,Manual,Gasoline,4,2002,Hatchback
5495,170198,Odyssey,Honda,Automatic,Gasoline,6,2006,Minivan
5500,117773,Sienna,Toyota,Automatic,Gasoline,6,2004,Minivan
15872,36119,Pathfinder,Nissan,Automatic,Gasoline,6,2014,SUV
10295,58252,Rogue,Nissan,Automatic,Gasoline,4,2013,SUV
11995,41566,Corolla,Toyota,Automatic,Gasoline,4,2013,Sedan
10999,94911,RAV4,Toyota,Automatic,Gasoline,4,2010,SUV
22999,5864,Rogue,Nissan,Automatic,Gasoline,4,2016,SUV
17499,40092,Rogue,Nissan,Automatic,Gasoline,4,2016,SUV
9995,65916,Camry,Toyota,Automatic,Gasoline,4,2014,Sedan
10450,80248,Maxima,Nissan,Automatic,Gasoline,6,2010,Sedan
6797,143821,Highlander,Toyota,Automatic,Gasoline,6,2008,SUV
24353,29292,Odyssey,Honda,Automatic,Gasoline,6,2016,Minivan
21985,46731,Avalon,Toyota,Automatic,Hybrid,4,2015,Sedan
14995,97064,Frontier,Nissan,Unspecified,Gasoline,6,2010,Pickup
12995,20357,Juke,Nissan,Unspecified,Gasoline,4,2014,SUV
16778,31008,Rogue,Nissan,Automatic,Gasoline,4,2014,SUV
14095,28145,Rogue,Nissan,Automatic,Gasoline,4,2015,SUV
16245,33747,Murano,Nissan,Automatic,Gasoline,6,2014,SUV
7999,91367,Prius,Toyota,Automatic,Hybrid,4,2011,Hatchback
19495,36058,Pathfinder,Nissan,Automatic,Gasoline,6,2014,SUV
21468,33891,Odyssey,Honda,Automatic,Gasoline,6,2015,Minivan
16995,51197,Rogue,Nissan,Automatic,Gasoline,4,2014,SUV
5999,147899,Pilot,Honda,Automatic,Gasoline,6,2008,SUV
4999,136698,Sienna,Toyota,Automatic,Gasoline,6,2006,Minivan
15582,16320,Camry,Toyota,Automatic,Gasoline,4,2017,Sedan
23588,13891,Frontier,Nissan,Automatic,Gasoline,6,2017,Pickup
32995,14932,Armada,Nissan,Automatic,Gasoline,8,2017,SUV
18995,6527,Rogue,Nissan,Automatic,Gasoline,4,2017,SUV
12995,38346,Accord,Honda,Automatic,Gasoline,4,2015,Sedan
18995,2285,Rogue,Nissan,Automatic,Gasoline,4,2017,SUV
18995,6403,Rogue,Nissan,Automatic,Gasoline,4,2017,SUV
18995,1113,Rogue,Nissan,Automatic,Gasoline,4,2017,SUV
18995,6183,Rogue,Nissan,Automatic,Gasoline,4,2017,SUV
24597,2277,RogueSport,Nissan,Automatic,Gasoline,4,2017,SUV
32969,37194,4Runner,Toyota,Automatic,Gasoline,6,2015,SUV
24500,5771,Accord,Honda,Automatic,Gasoline,4,2017,Coupe
18995,6664,Rogue,Nissan,Automatic,Gasoline,4,2017,SUV
12495,5993,Versa,Nissan,Automatic,Gasoline,4,2017,Sedan
15990,14665,HR-V,Honda,Automatic,Gasoline,4,2016,SUV
18995,6074,Rogue,Nissan,Automatic,Gasoline,4,2017,SUV
18995,2291,Rogue,Nissan,Automatic,Gasoline,4,2017,SUV
15183,66928,RAV4,Toyota,Automatic,Gasoline,4,2014,SUV
8600,161376,Pilot,Honda,Automatic,Gasoline,6,2009,SUV
5995,164366,Highlander,Toyota,Automatic,Gasoline,6,2006,SUV
8600,138040,CR-V,Honda,Automatic,Gasoline,4,2009,SUV
25999,36925,Sienna,Toyota,Automatic,Gasoline,6,2015,Minivan
13899,43345,Altima,Nissan,Automatic,Gasoline,4,2015,Sedan
30997,23583,Highlander,Toyota,Automatic,Gasoline,6,2015,SUV
23949,30136,Avalon,Toyota,Automatic,Gasoline,6,2014,Sedan
11488,85079,CR-V,Honda,Automatic,Gasoline,4,2012,SUV
13800,37745,Civic,Honda,Automatic,Gasoline,4,2015,Sedan
4990,170572,Sienna,Toyota,Automatic,Gasoline,6,2010,Minivan
24300,43625,Odyssey,Honda,Automatic,Gasoline,6,2015,Minivan
18790,26704,CR-V,Honda,Automatic,Gasoline,4,2015,SUV
14500,27805,Civic,Honda,Automatic,Gasoline,4,2015,Sedan
26260,30220,Highlander,Toyota,Automatic,Gasoline,6,2015,SUV
21888,64026,Titan,Nissan,Automatic,Gasoline,8,2012,Pickup
5895,132500,Pilot,Honda,Automatic,Gasoline,6,2006,SUV
21597,35087,Rogue,Nissan,Automatic,Gasoline,4,2015,SUV
14799,28513,Juke,Nissan,Automatic,Gasoline,4,2015,SUV
35998,1587,Pathfinder,Nissan,Automatic,Gasoline,6,2018,SUV
16900,34600,Murano,Nissan,Automatic,Gasoline,6,2014,SUV
21798,34606,Avalon,Toyota,Automatic,Gasoline,6,2015,Sedan
8277,91297,Tacoma,Toyota,Manual,Gasoline,4,2006,Pickup
16990,27942,Altima,Nissan,Automatic,Gasoline,4,2015,Sedan
16499,1129,Corolla,Toyota,Automatic,Gasoline,4,2017,Sedan
17998,20855,Altima,Nissan,Automatic,Gasoline,4,2016,Sedan
23695,39943,Odyssey,Honda,Automatic,Gasoline,6,2015,Minivan
22230,35533,Sienna,Toyota,Automatic,Gasoline,6,2015,Minivan
6000,121405,Accord,Honda,Automatic,Gasoline,4,2009,Coupe
25995,47110,Pilot,Honda,Automatic,Gasoline,6,2015,SUV
34890,22745,Highlander,Toyota,Automatic,Gasoline,6,2017,SUV
18892,43466,Pathfinder,Nissan,Automatic,Gasoline,6,2015,SUV
16371,26225,Camry,Toyota,Automatic,Gasoline,4,2015,Sedan
7450,113148,Camry,Toyota,Automatic,Hybrid,4,2008,Sedan
5866,190318,Accord,Honda,Automatic,Gasoline,6,2009,Sedan
12858,38152,Corolla,Toyota,Automatic,Gasoline,4,2015,Sedan
4295,172852,Camry,Toyota,Automatic,Gasoline,4,2008,Sedan
14981,81256,Venza,Toyota,Automatic,Gasoline,6,2012,Wagon
13495,1819,Versa,Nissan,Automatic,Gasoline,4,2018,Sedan
25495,30496,Pilot,Honda,Automatic,Gasoline,6,2015,SUV
26498,58207,Highlander,Toyota,Automatic,Gasoline,6,2014,SUV
10495,78692,Sienna,Toyota,Automatic,Gasoline,6,2009,Minivan
13799,3674,Sentra,Nissan,Automatic,Gasoline,4,2017,Sedan
6995,98368,Altima,Nissan,Automatic,Gasoline,4,2011,Sedan
18699,31513,CR-V,Honda,Automatic,Gasoline,4,2015,SUV
13999,12298,Corolla,Toyota,Automatic,Gasoline,4,2015,Sedan
25995,26304,Pilot,Honda,Automatic,Gasoline,6,2015,SUV
22995,14336,CR-V,Honda,Automatic,Gasoline,4,2015,SUV
18177,34358,Prius,Toyota,Automatic,Hybrid,4,2015,Hatchback
28990,45265,4Runner,Toyota,Automatic,Gasoline,6,2014,SUV
